CodigoPostulacion;Ciudad;GeneroPostulante;ExperienciaLaboralRelevante;NivelDeEducacion;AreaDelConocimiento;AnosDeExperiencia;TamanoDelaEmpresa;TipoDeEmpresa;AnosEnElActualTrabajo;HorasDeCapacitacion;Etiqueta
28002;210;Masculino;Con experiencia relevante;Universitaria;Humanidades;3;100-500;ONG;5;68;1
17009;230;;Con experiencia relevante;Mag�st;STEM;20;10000+;Ltda;3;43;0
13035;231;Masculino;Con experiencia relevante;Mag�st;STEM;8;50-99;Ltda;1;34;0
16123;232;;Con experiencia relevante;Mag�st;STEM;8;10000+;Ltda;1;33;0
2382;233;Masculino;Con experiencia relevante;Mag�st;STEM;14;1000-4999;Ltda;1;48;0
27004;225;Masculino;Sin experiencia relevante;Universitaria;STEM;4;;;0;70;1
28686;226;Masculino;Con experiencia relevante;Universitaria;STEM;15;;Ltda;3;40;0
7500;227;;Sin experiencia relevante;Universitaria;Sin Licenciatura;11;;;2;37;1
24765;220;;Sin experiencia relevante;Ense�anza Med;;4;;;1;210;0
29011;221;Femenino;Con experiencia relevante;Mag�st;STEM;9;100-500;Ltda;1;58;0
7734;240;;Con experiencia relevante;Universitaria;Otros;6;50-99;Ltda;1;202;0
9659;241;Masculino;Sin experiencia relevante;Mag�st;STEM;5;oct-49;Startup;3;194;0
4731;242;Masculino;Sin experiencia relevante;Ense�anza Med;;5;;;0;43;0
5496;235;;Con experiencia relevante;Doctorado;STEM;20;100-500;;1;74;0
13580;236;Masculino;Con experiencia relevante;Universitaria;STEM;6;oct-49;Ltda;5;107;0
12315;245;Femenino;Sin experiencia relevante;Universitaria;STEM;6;10000+;Ltda;1;40;0
19637;248;;Sin experiencia relevante;Universitaria;STEM;1;;;1;111;1
26549;246;Masculino;Sin experiencia relevante;Universitaria;STEM;5;;Empresa P�bli;1;164;0
4146;247;Masculino;Sin experiencia relevante;Ense�anza Med;;2;;;0;41;0
23346;250;Masculino;Sin experiencia relevante;Ense�anza B�;;3;;;0;103;0
15524;252;;Sin experiencia relevante;Mag�st;STEM;8;10000+;Ltda;1;18;0
5897;253;Masculino;Con experiencia relevante;Mag�st;STEM;20;oct-49;Ltda;5;78;0
12271;251;Masculino;Con experiencia relevante;Universitaria;STEM;9;100-500;Startup;1;28;0
15349;255;Masculino;Con experiencia relevante;Mag�st;STEM;20;;;5;52;0
18027;254;;Sin experiencia relevante;Universitaria;STEM;2;;;0;12;1
13299;270;;Con experiencia relevante;Mag�st;STEM;5;100-500;Ltda;2;17;1
24538;273;;Con experiencia relevante;Universitaria;STEM;20;;;4;15;0
14434;272;;Sin experiencia relevante;Universitaria;STEM;3;50-99;Ltda;1;27;0
3034;271;Masculino;Con experiencia relevante;Universitaria;STEM;6;1000-4999;Ltda;1;7;0
10254;260;;Sin experiencia relevante;Ense�anza Med;;6;oct-49;Ltda;2;70;0
20097;263;Other;Con experiencia relevante;Mag�st;STEM;20;;;3;107;1
17232;262;Masculino;Con experiencia relevante;Universitaria;STEM;11;<10;Startup;0;3;1
7231;264;Masculino;Sin experiencia relevante;Universitaria;STEM;6;;;0;140;0
7946;261;Masculino;Con experiencia relevante;Mag�st;STEM;20;;;5;6;0
29862;310;Masculino;Con experiencia relevante;Universitaria;STEM;7;50-99;ONG;2;74;0
22485;316;Masculino;Con experiencia relevante;Universitaria;STEM;10;100-500;Ltda;1;46;0
3033;318;;Con experiencia relevante;Mag�st;STEM;12;;;2;91;0
18016;317;Masculino;Con experiencia relevante;Universitaria;STEM;6;1000-4999;Ltda;1;6;0
22666;313;Masculino;Con experiencia relevante;Universitaria;Humanidades;7;oct-49;Ltda;1;8;0
19643;314;Masculino;Con experiencia relevante;Ense�anza Med;;6;;;1;58;1
1865;312;Femenino;Con experiencia relevante;Mag�st;STEM;8;500-999;Ltda;1;92;0
29089;315;Masculino;Con experiencia relevante;Mag�st;STEM;9;1000-4999;Ltda;4;24;1
30880;311;Masculino;Sin experiencia relevante;Universitaria;STEM;1;10000+;Ltda;1;7;0
29162;330;Masculino;Con experiencia relevante;Universitaria;STEM;12;;;1;91;1
3633;285;Masculino;Con experiencia relevante;Universitaria;STEM;11;10000+;Ltda;2;174;0
27492;287;Masculino;Con experiencia relevante;Universitaria;STEM;14;oct-49;Ltda;0;202;0
15785;288;Femenino;Con experiencia relevante;Universitaria;Arte;14;oct-49;Ltda;1;112;1
29836;286;Masculino;Sin experiencia relevante;Universitaria;STEM;2;;;0;18;0
4714;275;Masculino;Con experiencia relevante;Mag�st;STEM;16;;;1;53;0
13961;277;Masculino;Con experiencia relevante;Universitaria;STEM;10;<10;;1;53;0
25210;279;;Sin experiencia relevante;Ense�anza Med;;4;10000+;Ltda;2;5;0
23909;276;Masculino;Con experiencia relevante;Universitaria;STEM;12;50-99;Ltda;5;7;0
32773;278;Masculino;Sin experiencia relevante;Universitaria;STEM;15;100-500;Startup;1;182;0
12254;300;;Con experiencia relevante;Ense�anza Med;;10;10000+;Ltda;2;33;0
24237;302;Masculino;Con experiencia relevante;Universitaria;STEM;10;oct-49;;1;56;0
3623;304;Masculino;Con experiencia relevante;Universitaria;STEM;20;1000-4999;Ltda;1;56;0
28551;301;Masculino;Con experiencia relevante;Universitaria;Arte;20;;;4;58;1
10527;305;;Con experiencia relevante;Universitaria;STEM;2;<10;Empresa P�bli;1;138;0
32357;303;Femenino;Sin experiencia relevante;Ense�anza B�;;1;;Ltda;0;37;1
10377;306;Masculino;Con experiencia relevante;Mag�st;STEM;18;;;1;170;1
24972;320;;Sin experiencia relevante;Ense�anza Med;;2;;;0;214;0
24921;324;Masculino;Con experiencia relevante;;;16;100-500;Ltda;5;63;0
29875;321;Masculino;Con experiencia relevante;Ense�anza Med;;6;;;1;36;0
32762;323;Masculino;Sin experiencia relevante;Universitaria;STEM;17;;;1;117;1
13507;322;Other;Con experiencia relevante;Universitaria;STEM;8;;;1;13;0
19095;325;;Con experiencia relevante;Ense�anza Med;;3;oct-49;Startup;1;28;0
32452;290;Masculino;Con experiencia relevante;Universitaria;STEM;10;;;1;68;0
27962;295;Femenino;Con experiencia relevante;Mag�st;STEM;5;100-500;Startup;1;26;0
14819;294;Masculino;Con experiencia relevante;Ense�anza Med;;4;100-500;Ltda;2;45;1
22971;293;;Sin experiencia relevante;Mag�st;STEM;1;;Empresa P�bli;0;61;1
22142;291;;Sin experiencia relevante;Universitaria;STEM;2;;;1;144;1
10582;292;;Sin experiencia relevante;Ense�anza Med;;;;;0;44;0
17808;335;Masculino;Con experiencia relevante;Universitaria;STEM;11;;;5;42;1
20669;338;Femenino;Con experiencia relevante;Mag�st;STEM;11;50-99;Ltda;2;8;0
11699;349;Femenino;Con experiencia relevante;Universitaria;STEM;20;;;5;58;0
26168;348;Masculino;Con experiencia relevante;Universitaria;STEM;9;100-500;Startup;1;9;1
19027;350;Masculino;Con experiencia relevante;Universitaria;STEM;16;100-500;Ltda;1;37;0
24015;336;Masculino;Sin experiencia relevante;Ense�anza Med;;5;;;0;4;1
33299;351;Masculino;Con experiencia relevante;Mag�st;STEM;20;1000-4999;Ltda;1;149;0
1446;339;Masculino;Con experiencia relevante;Universitaria;STEM;18;50-99;Ltda;5;31;0
22901;343;Masculino;Con experiencia relevante;Mag�st;STEM;20;oct-49;Startup;4;210;0
8908;337;Masculino;Sin experiencia relevante;Mag�st;STEM;14;;;4;36;0
11618;340;Masculino;Con experiencia relevante;Mag�st;STEM;5;;;2;52;0
31918;347;Masculino;Con experiencia relevante;Universitaria;STEM;11;<10;Ltda;1;80;0
5463;346;;Con experiencia relevante;Mag�st;STEM;8;10000+;Ltda;1;36;1
29063;355;Masculino;Con experiencia relevante;Universitaria;STEM;16;oct-49;Ltda;1;25;0
22884;359;Masculino;Con experiencia relevante;Universitaria;STEM;11;10000+;Ltda;1;64;0
28373;356;Masculino;Sin experiencia relevante;Universitaria;STEM;2;;;1;32;0
22425;361;Masculino;Con experiencia relevante;Mag�st;STEM;20;;;1;23;0
14384;358;Masculino;Con experiencia relevante;Universitaria;STEM;2;;;1;112;1
22924;363;Masculino;Sin experiencia relevante;Universitaria;STEM;3;100-500;Ltda;1;41;0
26244;364;Masculino;Con experiencia relevante;Universitaria;STEM;20;10000+;Ltda;5;49;0
20036;357;Masculino;Con experiencia relevante;Universitaria;Arte;7;50-99;Ltda;4;26;0
9107;362;Masculino;Con experiencia relevante;Mag�st;STEM;20;100-500;Ltda;5;30;0
4815;360;Masculino;Sin experiencia relevante;Ense�anza Med;;4;;;0;122;0
10163;390;Masculino;Con experiencia relevante;Universitaria;STEM;20;oct-49;Startup;4;212;0
22220;397;Masculino;Con experiencia relevante;Universitaria;STEM;12;50-99;Ltda;5;192;0
18487;398;Masculino;Sin experiencia relevante;Ense�anza B�;;8;;;0;56;0
16013;395;;Sin experiencia relevante;Universitaria;STEM;6;10000+;Empresa P�bli;1;42;0
12882;394;Masculino;Con experiencia relevante;Mag�st;STEM;11;50-99;Ltda;1;11;0
4306;391;Masculino;Con experiencia relevante;Universitaria;STEM;20;;;1;50;0
21234;396;Masculino;Con experiencia relevante;Mag�st;STEM;10;50-99;Ltda;2;24;0
26607;392;Masculino;Con experiencia relevante;Universitaria;STEM;3;100-500;Ltda;2;76;0
13486;393;Masculino;Con experiencia relevante;Mag�st;Otros;19;50-99;Ltda;2;4;0
2844;399;Masculino;Con experiencia relevante;Universitaria;Sin Licenciatura;11;100-500;ONG;1;242;0
15097;410;Masculino;Con experiencia relevante;Mag�st;STEM;14;50-99;Startup;1;52;0
16844;412;Masculino;Con experiencia relevante;Universitaria;STEM;20;100-500;Ltda;5;20;0
21609;411;Masculino;Con experiencia relevante;Universitaria;STEM;8;50-99;Ltda;1;196;1
25094;380;;Con experiencia relevante;Universitaria;STEM;6;;;2;16;1
17403;385;Masculino;Con experiencia relevante;Universitaria;STEM;6;50-99;Ltda;1;46;0
24262;386;Masculino;Sin experiencia relevante;Universitaria;Humanidades;1;;;5;18;0
6196;383;Masculino;Con experiencia relevante;Universitaria;STEM;2;100-500;Ltda;1;163;0
30125;388;Masculino;Sin experiencia relevante;Mag�st;STEM;20;1000-4999;ONG;1;20;0
13587;382;Masculino;Sin experiencia relevante;Universitaria;STEM;1;50-99;Ltda;1;35;0
30622;384;Masculino;Con experiencia relevante;Universitaria;STEM;5;oct-49;Ltda;2;66;1
9877;381;Masculino;Con experiencia relevante;Universitaria;Administraci�n y Neogci;20;10000+;Ltda;5;51;0
12024;387;Masculino;Sin experiencia relevante;Ense�anza B�;;3;;;;65;0
141;400;Masculino;Con experiencia relevante;Mag�st;STEM;8;5000-9999;Ltda;2;10;0
22747;402;Femenino;Sin experiencia relevante;Mag�st;STEM;5;100-500;Startup;0;15;1
19490;403;Masculino;Con experiencia relevante;Universitaria;STEM;9;<10;Startup;4;50;1
8137;404;Masculino;Con experiencia relevante;Universitaria;STEM;13;50-99;Ltda;1;194;0
23581;405;;Con experiencia relevante;Universitaria;STEM;3;50-99;Ltda;2;7;0
31844;407;Masculino;Con experiencia relevante;Universitaria;STEM;3;1000-4999;Ltda;1;29;1
29021;406;Masculino;Con experiencia relevante;Universitaria;STEM;5;50-99;Ltda;1;21;0
5473;401;Masculino;Con experiencia relevante;Mag�st;STEM;20;;;2;308;0
20194;455;Masculino;Con experiencia relevante;Universitaria;STEM;2;500-999;Ltda;1;72;0
6718;291;Masculino;Con experiencia relevante;Universitaria;STEM;20;oct-49;Ltda;1;21;0
29403;292;Masculino;Con experiencia relevante;Mag�st;STEM;20;1000-4999;ONG;5;73;0
28538;335;Femenino;Con experiencia relevante;Universitaria;STEM;20;5000-9999;Ltda;5;51;1
21200;338;;Con experiencia relevante;Universitaria;STEM;20;1000-4999;Ltda;5;8;0
29186;349;;Con experiencia relevante;Mag�st;STEM;16;50-99;Startup;1;73;0
10134;348;Masculino;Sin experiencia relevante;Universitaria;STEM;15;1000-4999;Ltda;1;16;0
6140;350;Masculino;Con experiencia relevante;Universitaria;Otros;3;;;1;13;1
7579;336;Masculino;Con experiencia relevante;Doctorado;STEM;14;50-99;Startup;1;4;0
23135;351;Masculino;Con experiencia relevante;Universitaria;Administraci�n y Neogci;7;100-500;Startup;1;16;0
14312;339;Masculino;Con experiencia relevante;Universitaria;STEM;7;;;5;113;0
18947;343;Masculino;Con experiencia relevante;Universitaria;STEM;20;5000-9999;Ltda;1;8;0
25374;337;;Sin experiencia relevante;Universitaria;STEM;9;100-500;Ltda;5;25;0
14693;340;Femenino;Con experiencia relevante;Universitaria;STEM;6;10000+;Ltda;1;70;0
24809;347;;Sin experiencia relevante;Universitaria;STEM;3;oct-49;Empresa P�bli;1;51;1
26101;346;Masculino;Con experiencia relevante;Ense�anza Med;;18;10000+;Ltda;2;25;0
27475;344;Masculino;Con experiencia relevante;Universitaria;STEM;20;;;2;90;1
8693;342;;Con experiencia relevante;Mag�st;Administraci�n y Neogci;18;;;1;50;0
30520;341;Masculino;Con experiencia relevante;Universitaria;STEM;6;500-999;Empresa P�bli;2;130;0
27957;345;Masculino;Sin experiencia relevante;Universitaria;STEM;9;1000-4999;Ltda;1;41;0
29845;370;;Con experiencia relevante;Mag�st;STEM;8;100-500;Ltda;1;104;0
20320;373;Masculino;Sin experiencia relevante;Universitaria;STEM;20;;;1;11;0
28367;372;Masculino;Con experiencia relevante;Universitaria;STEM;16;;;1;25;1
32145;374;;Con experiencia relevante;Universitaria;Arte;16;<10;Ltda;5;36;0
22438;371;;Sin experiencia relevante;Universitaria;Administraci�n y Neogci;4;10000+;Ltda;1;200;0
19000;375;Masculino;Con experiencia relevante;Universitaria;STEM;14;50-99;Ltda;5;17;0
29364;355;;Con experiencia relevante;Universitaria;STEM;14;;;1;11;1
8544;359;Masculino;Con experiencia relevante;Universitaria;STEM;9;oct-49;Startup;1;6;1
31725;356;Femenino;Con experiencia relevante;Universitaria;STEM;4;<10;;1;5;0
7977;361;;Con experiencia relevante;Universitaria;STEM;10;oct-49;;2;298;0
15491;358;Masculino;Con experiencia relevante;Universitaria;STEM;20;500-999;Startup;2;23;0
1024;363;Masculino;Con experiencia relevante;Universitaria;STEM;4;100-500;Ltda;4;9;0
23782;364;Masculino;Sin experiencia relevante;Ense�anza Med;;11;;;1;48;0
15787;357;;Sin experiencia relevante;Universitaria;STEM;4;;;;43;1
15921;362;Masculino;Con experiencia relevante;Mag�st;STEM;20;100-500;Ltda;5;30;0
26686;360;Masculino;Con experiencia relevante;Universitaria;STEM;7;100-500;Ltda;1;77;0
30873;390;Masculino;Con experiencia relevante;Universitaria;STEM;13;oct-49;Startup;1;157;0
15311;397;Masculino;Sin experiencia relevante;Ense�anza Med;;7;;;0;138;1
31789;398;Masculino;Con experiencia relevante;Universitaria;STEM;13;5000-9999;Ltda;5;11;0
20374;395;;Con experiencia relevante;Universitaria;STEM;9;50-99;Ltda;4;56;0
25390;394;;Sin experiencia relevante;Universitaria;STEM;3;50-99;Ltda;;23;1
22867;391;;Con experiencia relevante;Mag�st;STEM;9;100-500;Ltda;5;18;0
6024;396;Masculino;Con experiencia relevante;Universitaria;STEM;20;50-99;Ltda;0;110;1
33206;392;Femenino;Con experiencia relevante;Universitaria;STEM;20;;;3;55;0
17676;393;Femenino;Con experiencia relevante;Mag�st;Humanidades;4;50-99;Ltda;2;25;0
9339;399;Masculino;Con experiencia relevante;Universitaria;STEM;3;;;3;57;0
20616;410;Femenino;Con experiencia relevante;Mag�st;STEM;17;;;3;10;1
6755;412;Masculino;Con experiencia relevante;Universitaria;STEM;5;50-99;Ltda;3;51;1
24361;411;Masculino;Con experiencia relevante;Universitaria;STEM;10;100-500;Ltda;5;109;0
26923;380;Masculino;Con experiencia relevante;Universitaria;STEM;11;10000+;Ltda;5;51;1
8045;385;;Con experiencia relevante;Mag�st;STEM;3;<10;Ltda;1;129;1
12920;386;Masculino;Con experiencia relevante;Mag�st;Otros;20;10000+;Ltda;5;70;0
11666;383;Masculino;Sin experiencia relevante;Ense�anza Med;;8;oct-49;Ltda;1;18;0
28166;388;Masculino;Con experiencia relevante;Universitaria;STEM;20;50-99;Startup;5;25;0
32928;382;Femenino;Sin experiencia relevante;Universitaria;STEM;9;oct-49;Ltda;1;28;1
16576;384;;Sin experiencia relevante;Universitaria;STEM;2;oct-49;Ltda;1;246;0
29896;381;Femenino;Sin experiencia relevante;Doctorado;STEM;14;1000-4999;ONG;1;55;0
10921;387;;Con experiencia relevante;Universitaria;STEM;10;oct-49;Ltda;4;22;1
23071;400;Masculino;Con experiencia relevante;Mag�st;STEM;10;50-99;Ltda;1;67;0
20016;402;;Sin experiencia relevante;Universitaria;STEM;20;500-999;Ltda;2;68;0
7154;403;Masculino;Con experiencia relevante;Mag�st;STEM;7;50-99;;1;53;0
24112;404;Masculino;Con experiencia relevante;Universitaria;STEM;20;50-99;Ltda;5;104;0
30290;405;Masculino;Con experiencia relevante;Universitaria;STEM;15;;;2;102;1
14193;407;;Con experiencia relevante;Universitaria;STEM;1;50-99;Ltda;2;11;1
25260;406;Femenino;Con experiencia relevante;Mag�st;Humanidades;20;100-500;Empresa P�bli;5;38;0
12517;401;;Con experiencia relevante;Universitaria;STEM;20;;;5;53;0
14050;455;;Con experiencia relevante;Universitaria;STEM;12;500-999;Startup;2;3;1
10283;463;Masculino;Sin experiencia relevante;Mag�st;STEM;5;500-999;Empresa P�bli;1;17;0
23221;474;Masculino;Sin experiencia relevante;Universitaria;STEM;20;;;2;70;0
17731;459;Masculino;Con experiencia relevante;Universitaria;STEM;14;100-500;Ltda;1;136;0
4793;460;Masculino;Con experiencia relevante;Universitaria;STEM;12;50-99;Ltda;1;30;0
31703;462;;Con experiencia relevante;;;5;;;1;139;1
5726;457;Masculino;Con experiencia relevante;Universitaria;STEM;16;;;1;32;0
32770;464;Masculino;Sin experiencia relevante;;;1;;Ltda;0;56;1
11576;461;;Sin experiencia relevante;Universitaria;STEM;3;<10;Startup;;8;0
4771;456;Masculino;Con experiencia relevante;Universitaria;STEM;5;oct-49;;3;6;0
18465;458;Masculino;Con experiencia relevante;Mag�st;STEM;8;50-99;Ltda;1;133;0
33229;456;Femenino;Con experiencia relevante;Mag�st;Humanidades;9;;;1;44;0
11123;465;Masculino;Con experiencia relevante;Universitaria;STEM;4;50-99;Startup;1;26;0
32142;466;Masculino;Con experiencia relevante;Universitaria;STEM;19;100-500;Empresa P�bli;1;12;0
20559;469;Masculino;Sin experiencia relevante;Ense�anza Med;;4;50-99;Ltda;2;13;0
30950;470;Masculino;Con experiencia relevante;Universitaria;STEM;20;100-500;Ltda;2;6;0
18510;467;;Con experiencia relevante;Mag�st;STEM;10;10000+;Ltda;1;135;1
30839;468;Masculino;Con experiencia relevante;Universitaria;STEM;20;oct-49;Ltda;5;23;0
26491;471;;Sin experiencia relevante;;;2;;;;97;0
13808;440;Masculino;Con experiencia relevante;Ense�anza Med;;3;<10;Startup;1;9;0
28825;443;Masculino;Con experiencia relevante;Universitaria;STEM;8;5000-9999;Ltda;1;18;1
25875;441;Masculino;Con experiencia relevante;Universitaria;STEM;6;100-500;Ltda;2;17;0
5014;450;;Sin experiencia relevante;Ense�anza Med;;6;;;1;78;0
12672;447;Masculino;Con experiencia relevante;Ense�anza Med;;17;oct-49;Ltda;2;138;0
18041;449;Masculino;Con experiencia relevante;Universitaria;STEM;7;50-99;Ltda;1;127;0
17767;448;Masculino;Con experiencia relevante;Universitaria;STEM;10;50-99;Ltda;1;26;0
25434;446;;Con experiencia relevante;Ense�anza Med;;19;100-500;Ltda;1;17;1
11868;444;Masculino;Con experiencia relevante;Mag�st;STEM;17;10000+;Ltda;3;12;0
16131;451;Masculino;Con experiencia relevante;Universitaria;STEM;20;10000+;Ltda;5;90;0
24474;445;Masculino;Con experiencia relevante;Ense�anza Med;;2;50-99;Startup;1;4;0
20121;442;;Sin experiencia relevante;Ense�anza Med;;1;;;;57;1
30997;452;Masculino;Con experiencia relevante;Universitaria;STEM;11;5000-9999;;5;80;0
7345;445;Masculino;Sin experiencia relevante;Ense�anza Med;;4;;;0;188;0
24055;415;;Con experiencia relevante;Universitaria;STEM;1;;;1;18;1
6265;425;Masculino;Con experiencia relevante;Universitaria;STEM;8;oct-49;Startup;1;101;0
9729;230;Masculino;Con experiencia relevante;Universitaria;STEM;20;10000+;Ltda;4;18;0
19391;231;Femenino;Con experiencia relevante;Universitaria;STEM;4;;;3;82;1
25946;232;Masculino;Con experiencia relevante;Universitaria;STEM;16;100-500;Ltda;3;80;0
21803;233;Masculino;Sin experiencia relevante;Ense�anza Med;;2;;;1;120;0
22688;225;;Sin experiencia relevante;Universitaria;STEM;1;50-99;Ltda;1;18;0
11609;226;Masculino;Sin experiencia relevante;Universitaria;STEM;6;;;1;33;1
388;227;Masculino;Con experiencia relevante;Universitaria;STEM;20;10000+;Ltda;5;101;0
13729;220;Masculino;Sin experiencia relevante;Universitaria;STEM;3;;;2;3;1
8551;221;Femenino;Sin experiencia relevante;Ense�anza Med;;1;;;0;182;0
30852;240;Masculino;Sin experiencia relevante;Ense�anza Med;;7;100-500;Ltda;5;288;0
3576;241;;Con experiencia relevante;Mag�st;STEM;1;10000+;Ltda;1;52;0
27472;242;;Con experiencia relevante;Universitaria;STEM;4;;;1;92;1
26934;235;;Con experiencia relevante;Universitaria;STEM;9;<10;Startup;1;67;0
32325;236;;Sin experiencia relevante;Universitaria;STEM;5;;;0;17;1
21860;245;Masculino;Con experiencia relevante;Ense�anza Med;;20;100-500;Otras;5;6;0
911;248;Masculino;Con experiencia relevante;Universitaria;STEM;12;oct-49;Ltda;1;37;1
30107;246;Masculino;Sin experiencia relevante;Universitaria;STEM;3;100-500;Ltda;1;55;0
19619;247;;Con experiencia relevante;Universitaria;STEM;4;10000+;Ltda;1;121;0
3642;250;;Con experiencia relevante;Universitaria;STEM;3;50-99;Ltda;1;4;1
2943;252;Other;Sin experiencia relevante;Ense�anza Med;;1;;Ltda;0;37;0
32885;253;Masculino;Con experiencia relevante;Universitaria;STEM;12;oct-49;Ltda;2;7;0
27406;251;Femenino;Sin experiencia relevante;Mag�st;STEM;12;10000+;Ltda;1;50;0
14913;255;Femenino;Con experiencia relevante;Universitaria;STEM;4;oct-49;Startup;2;214;0
16485;254;Masculino;Con experiencia relevante;Mag�st;STEM;1;50-99;Ltda;;34;0
15812;270;Masculino;Con experiencia relevante;Universitaria;STEM;10;100-500;Ltda;5;25;0
14059;273;Masculino;Con experiencia relevante;Universitaria;STEM;5;50-99;Startup;1;66;0
22215;272;Masculino;Con experiencia relevante;Universitaria;STEM;10;oct-49;Ltda;1;9;1
12739;271;;Sin experiencia relevante;Ense�anza Med;;7;50-99;;;108;0
32384;260;Masculino;Sin experiencia relevante;Universitaria;STEM;3;10000+;Ltda;1;96;0
28707;263;;Sin experiencia relevante;Universitaria;STEM;3;;Empresa P�bli;1;14;0
10374;262;Masculino;Con experiencia relevante;Ense�anza Med;;12;;;1;68;0
28952;264;Masculino;Sin experiencia relevante;Universitaria;STEM;3;100-500;Ltda;1;12;1
21142;261;Masculino;Con experiencia relevante;Universitaria;STEM;9;50-99;Ltda;2;55;0
33099;310;Other;Con experiencia relevante;Universitaria;STEM;13;1000-4999;Ltda;4;11;0
8130;316;Masculino;Con experiencia relevante;Universitaria;STEM;11;100-500;Ltda;2;31;0
32813;318;Masculino;Sin experiencia relevante;Universitaria;Humanidades;2;1000-4999;Ltda;1;17;0
15188;317;Masculino;Con experiencia relevante;Mag�st;Humanidades;12;5000-9999;ONG;1;30;0
26752;313;Masculino;Con experiencia relevante;Mag�st;STEM;13;10000+;Ltda;4;17;0
33107;314;;Con experiencia relevante;Mag�st;STEM;6;oct-49;Startup;1;70;0
20808;312;Masculino;Con experiencia relevante;Mag�st;STEM;9;50-99;Ltda;2;246;0
12596;315;Masculino;Con experiencia relevante;Universitaria;STEM;12;;;4;96;1
15505;311;;Con experiencia relevante;Universitaria;STEM;5;<10;;2;100;0
7238;330;Masculino;Sin experiencia relevante;Universitaria;STEM;10;;;0;24;1
10507;285;Masculino;Con experiencia relevante;Mag�st;STEM;20;100-500;Ltda;0;250;0
23468;287;Masculino;Con experiencia relevante;Mag�st;STEM;20;;;1;88;1
9509;288;;Con experiencia relevante;;;12;;;3;64;0
33272;286;Masculino;Sin experiencia relevante;Mag�st;STEM;19;<10;Startup;2;24;0
24491;275;Masculino;Con experiencia relevante;Universitaria;STEM;12;50-99;Ltda;1;288;0
6146;277;;Con experiencia relevante;Universitaria;STEM;7;1000-4999;Ltda;1;102;0
14794;279;Masculino;Con experiencia relevante;Universitaria;STEM;9;;;1;73;0
20578;276;Masculino;Con experiencia relevante;Mag�st;STEM;20;;;2;35;1
1890;278;Masculino;Con experiencia relevante;Universitaria;STEM;14;5000-9999;Ltda;5;33;0
5483;300;Femenino;Sin experiencia relevante;Mag�st;STEM;20;100-500;Ltda;5;35;0
10999;302;Masculino;Con experiencia relevante;Mag�st;STEM;20;50-99;Ltda;1;152;0
31258;304;Masculino;Sin experiencia relevante;Universitaria;Sin Licenciatura;7;100-500;Ltda;4;5;1
6424;301;Masculino;Con experiencia relevante;Universitaria;STEM;10;50-99;Ltda;1;176;0
7287;305;Masculino;Con experiencia relevante;Mag�st;STEM;15;100-500;Ltda;1;330;0
24129;303;;Con experiencia relevante;Mag�st;STEM;6;10000+;Ltda;0;126;0
27035;306;Masculino;Con experiencia relevante;Mag�st;STEM;5;100-500;Ltda;1;10;0
32812;320;Masculino;Con experiencia relevante;Universitaria;STEM;5;1000-4999;Ltda;1;52;1
16189;324;;Sin experiencia relevante;Universitaria;Otros;7;;;1;110;1
2985;321;Masculino;Con experiencia relevante;Universitaria;STEM;4;500-999;Empresa P�bli;0;69;0
25305;323;;Sin experiencia relevante;Universitaria;STEM;3;1000-4999;Ltda;0;60;0
32110;322;;Con experiencia relevante;Universitaria;STEM;20;;;5;40;0
23086;325;Masculino;Sin experiencia relevante;Doctorado;STEM;19;5000-9999;Empresa P�bli;3;250;0
7211;290;Masculino;Sin experiencia relevante;Ense�anza Med;;1;;;0;68;0
1598;295;Masculino;Con experiencia relevante;Universitaria;STEM;20;50-99;Ltda;4;34;1
15798;294;Masculino;Sin experiencia relevante;Universitaria;STEM;4;5000-9999;Ltda;2;30;0
13514;293;Other;Con experiencia relevante;Mag�st;STEM;16;50-99;Ltda;1;2;0
6301;210;;Con experiencia relevante;Mag�st;STEM;6;;;1;45;0
27497;212;Masculino;Con experiencia relevante;Universitaria;STEM;7;;;5;104;0
20072;213;;Con experiencia relevante;Universitaria;STEM;13;oct-49;Startup;1;23;0
15906;211;Masculino;Sin experiencia relevante;Ense�anza Med;;1;;;0;332;0
15452;214;;Sin experiencia relevante;Ense�anza Med;;1;;;0;20;1
10895;215;Masculino;Sin experiencia relevante;Ense�anza B�;;1;;;0;168;0
6983;210;Masculino;Con experiencia relevante;Universitaria;STEM;6;oct-49;Startup;1;68;0
8162;230;Masculino;Con experiencia relevante;Mag�st;STEM;8;100-500;;2;111;0
24847;231;Masculino;Con experiencia relevante;Universitaria;STEM;4;1000-4999;Ltda;1;25;1
5027;232;Masculino;Con experiencia relevante;Universitaria;STEM;20;;;5;78;0
3294;233;Masculino;Con experiencia relevante;Universitaria;STEM;20;1000-4999;Ltda;5;109;0
177;225;Masculino;Con experiencia relevante;Universitaria;STEM;9;10000+;Ltda;5;51;1
7983;226;Masculino;Con experiencia relevante;Ense�anza Med;;15;1000-4999;Ltda;5;15;0
21992;227;Masculino;Con experiencia relevante;Universitaria;STEM;2;<10;Ltda;2;17;0
17554;220;;Con experiencia relevante;Universitaria;STEM;20;100-500;Ltda;5;63;0
6925;221;Masculino;Con experiencia relevante;Universitaria;Humanidades;1;;;1;94;1
20916;240;;Con experiencia relevante;Universitaria;STEM;6;5000-9999;Ltda;1;64;0
